,,,0
Ведущий разработчик 1С. Регламентированный учет,salary_from_uniques,140000.0,1
Ведущий разработчик 1С. Регламентированный учет,salary_to_uniques,160000.0,1
Ведущий разработчик 1С. Регламентированный учет,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик 1С. Регламентированный учет,employment_uniques,Полная занятость,1
Ведущий разработчик 1С. Регламентированный учет,schedule_uniques,Полный день,1
Ведущий разработчик 1С. Регламентированный учет,key_skills_uniques,1С: Бухгалтерия,1
Ведущий разработчик 1С. Регламентированный учет,key_skills_uniques,1С: Предприятие 8,1
Ведущий разработчик 1С. Регламентированный учет,key_skills_uniques,1С: Зарплата и управление персоналом,1
Ведущий разработчик 1С. Регламентированный учет,key_skills_uniques,1С программирование,1
Ведущий разработчик 1С. Регламентированный учет,key_skills_uniques,1С: Документооборот,1
Ведущий разработчик 1С/Senior Developer 1C,salary_from_uniques,160000.0,1
Ведущий разработчик 1С/Senior Developer 1C,salary_to_uniques,180000.0,1
Ведущий разработчик 1С/Senior Developer 1C,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик 1С/Senior Developer 1C,employment_uniques,Полная занятость,1
Ведущий разработчик 1С/Senior Developer 1C,schedule_uniques,Полный день,1
Ведущий разработчик C#/ASP.Net Core,salary_from_uniques,160000.0,1
Ведущий разработчик C#/ASP.Net Core,salary_to_uniques,250000.0,1
Ведущий разработчик C#/ASP.Net Core,experience_uniques,От 1 года до 3 лет,1
Ведущий разработчик C#/ASP.Net Core,employment_uniques,Полная занятость,1
Ведущий разработчик C#/ASP.Net Core,schedule_uniques,Полный день,1
Ведущий разработчик C#/SQL,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик C#/SQL,employment_uniques,Полная занятость,1
Ведущий разработчик C#/SQL,schedule_uniques,Полный день,1
Ведущий разработчик C#/SQL,key_skills_uniques,MS SQL,1
Ведущий разработчик C#/SQL,key_skills_uniques,.net C#,1
Ведущий разработчик C#/SQL,key_skills_uniques,Postgre (PG/SQL),1
Ведущий разработчик C#/SQL,key_skills_uniques,Oracle Pl/SQL,1
Ведущий разработчик Java,salary_from_uniques,120000.0,1
Ведущий разработчик Java,salary_to_uniques,220000.0,1
Ведущий разработчик Java,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик Java,employment_uniques,Полная занятость,1
Ведущий разработчик Java,schedule_uniques,Удаленная работа,1
Ведущий разработчик Java,key_skills_uniques,JSP,1
Ведущий разработчик Java,key_skills_uniques,Hibernate ORM,1
Ведущий разработчик Java,key_skills_uniques,PostgreSQL,1
Ведущий разработчик Java,key_skills_uniques,Java,1
Ведущий разработчик Java / Senior Java developer,salary_from_uniques,180000.0,1
Ведущий разработчик Java / Senior Java developer,salary_to_uniques,250000.0,1
Ведущий разработчик Java / Senior Java developer,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик Java / Senior Java developer,employment_uniques,Полная занятость,1
Ведущий разработчик Java / Senior Java developer,schedule_uniques,Гибкий график,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Рефакторинг кода,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,MySQL,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Hibernate ORM,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,REST,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Spring Framework,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,PostgreSQL,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Модульное тестирование,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Java SE,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,ООП,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Linux,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Администрирование серверов Linux,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,SOAP,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Apache HTTP Server,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,SQL,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Git,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Nginx,1
Ведущий разработчик Java / Senior Java developer,key_skills_uniques,Java,1
Ведущий разработчик MS Dynamics AX (Программист Axapta),experience_uniques,От 3 до 6 лет,1
Ведущий разработчик MS Dynamics AX (Программист Axapta),employment_uniques,Полная занятость,1
Ведущий разработчик MS Dynamics AX (Программист Axapta),schedule_uniques,Полный день,1
Ведущий разработчик Oracle/C#,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик Oracle/C#,employment_uniques,Полная занятость,1
Ведущий разработчик Oracle/C#,schedule_uniques,Полный день,1
Ведущий разработчик Oracle/C#,key_skills_uniques,SQL,1
Ведущий разработчик Oracle/C#,key_skills_uniques,C#,1
Ведущий разработчик Oracle/C#,key_skills_uniques,ORACLE,1
Ведущий разработчик Oracle/C#,key_skills_uniques,Oracle Pl/SQL,1
Ведущий разработчик Senior/Middle FullStack (.Net+Angular),experience_uniques,От 1 года до 3 лет,1
Ведущий разработчик Senior/Middle FullStack (.Net+Angular),employment_uniques,Полная занятость,1
Ведущий разработчик Senior/Middle FullStack (.Net+Angular),schedule_uniques,Полный день,1
Ведущий разработчик Senior/Middle FullStack (.Net+Angular),key_skills_uniques,C#,1
Ведущий разработчик Senior/Middle FullStack (.Net+Angular),key_skills_uniques,Angular,1
Ведущий разработчик Senior/Middle FullStack (.Net+Angular),key_skills_uniques,.NET Framework,1
Ведущий разработчик SharePoint,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик SharePoint,employment_uniques,Полная занятость,1
Ведущий разработчик SharePoint,schedule_uniques,Полный день,1
Ведущий разработчик SharePoint,key_skills_uniques,"ASP.NET MVC, MS SQL Server, MS Visual Studio",1
Ведущий разработчик SharePoint,key_skills_uniques,"HTML, CSS, JavaScript,",1
Ведущий разработчик SharePoint,key_skills_uniques,Microsoft SharePoint,1
Ведущий разработчик php/YII2,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик php/YII2,employment_uniques,Полная занятость,1
Ведущий разработчик php/YII2,schedule_uniques,Полный день,1
Ведущий разработчик php/YII2,key_skills_uniques,ООП,1
Ведущий разработчик php/YII2,key_skills_uniques,MySQL,1
Ведущий разработчик php/YII2,key_skills_uniques,HTML5,1
Ведущий разработчик php/YII2,key_skills_uniques,JavaScript,1
Ведущий разработчик php/YII2,key_skills_uniques,XML,1
Ведущий разработчик php/YII2,key_skills_uniques,Yii2,1
Ведущий разработчик php/YII2,key_skills_uniques,PHP,1
Ведущий разработчик php/YII2,key_skills_uniques,Yii,1
Ведущий разработчик php/YII2,key_skills_uniques,Git,1
Ведущий разработчик php/YII2,key_skills_uniques,jQuery,1
Ведущий разработчик php/YII2,key_skills_uniques,CSS,1
Ведущий разработчик ПО в области облачных технологий,salary_from_uniques,250000.0,1
Ведущий разработчик ПО в области облачных технологий,salary_to_uniques,0.0,1
Ведущий разработчик ПО в области облачных технологий,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик ПО в области облачных технологий,employment_uniques,Полная занятость,1
Ведущий разработчик ПО в области облачных технологий,schedule_uniques,Полный день,1
Ведущий разработчик ПО в области облачных технологий,key_skills_uniques,Ansible,1
Ведущий разработчик ПО в области облачных технологий,key_skills_uniques,Linux,1
Ведущий разработчик ПО в области облачных технологий,key_skills_uniques,OpenStack,1
Ведущий разработчик ПО в области облачных технологий,key_skills_uniques,Python,1
Ведущий разработчик ПО в области облачных технологий,key_skills_uniques,Kubernetes,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,salary_from_uniques,200000.0,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,salary_to_uniques,0.0,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,experience_uniques,От 3 до 6 лет,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,employment_uniques,Полная занятость,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,schedule_uniques,Полный день,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,Kernel,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,C,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,Windows,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,Linux,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,macOS,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,Английский язык,1
Ведущий разработчик ПО ядра Linux/Windows/macOS,key_skills_uniques,C++,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),salary_from_uniques,150000.0,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),salary_to_uniques,200000.0,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),experience_uniques,От 3 до 6 лет,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),employment_uniques,Полная занятость,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),schedule_uniques,Полный день,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,.NET Core,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,Entity Framework,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,Angular,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,C#,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,Azure DevOps Server,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,MS SQL Server,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,ASP.NET Core,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,Blazor,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,TFS,1
Ведущий разработчик программного обеспечения / Senior full-stack developer (.NET Core/C#/Angular),key_skills_uniques,MS Visual Studio,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",salary_from_uniques,4000.0,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",salary_to_uniques,0.0,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",experience_uniques,От 3 до 6 лет,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",employment_uniques,Полная занятость,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",schedule_uniques,Полный день,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Linux,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,GUI,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,iOS,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,С++ 14/17,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,C++,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Android,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,OpenGL,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Qt,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Windows,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Десктопные приложения,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Mac,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Графический интерфейс пользователя,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Qt Widgets,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,Мобильные приложения,1
"Ведущий разработчик/разработчик C++/Qt (GUI Team, VMS)",key_skills_uniques,QML,1
Ведущий/Главный Full stack разработчик Asp.Net core/Angular,experience_uniques,От 3 до 6 лет,1
Ведущий/Главный Full stack разработчик Asp.Net core/Angular,employment_uniques,Полная занятость,1
Ведущий/Главный Full stack разработчик Asp.Net core/Angular,schedule_uniques,Полный день,1
Ведущий/Старший программист (.Net C# Developer),salary_from_uniques,150000.0,1
Ведущий/Старший программист (.Net C# Developer),salary_to_uniques,220000.0,1
Ведущий/Старший программист (.Net C# Developer),experience_uniques,Нет опыта,1
Ведущий/Старший программист (.Net C# Developer),employment_uniques,Полная занятость,1
Ведущий/Старший программист (.Net C# Developer),schedule_uniques,Полный день,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,Entity Framework,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,.NET Framework,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,Visual Studio C#,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,RabbitMQ,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,C#,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,WPF,1
Ведущий/Старший программист (.Net C# Developer),key_skills_uniques,ASP.NET,1
Инженер - программист систем управления,salary_from_uniques,60000.0,1
Инженер - программист систем управления,salary_to_uniques,130000.0,1
Инженер - программист систем управления,experience_uniques,От 1 года до 3 лет,1
Инженер - программист систем управления,employment_uniques,Полная занятость,1
Инженер - программист систем управления,schedule_uniques,Полный день,1
Инженер АСУ (программист промышленных контроллеров),salary_from_uniques,90000.0,1
Инженер АСУ (программист промышленных контроллеров),salary_to_uniques,110000.0,1
Инженер АСУ (программист промышленных контроллеров),experience_uniques,От 3 до 6 лет,1
Инженер АСУ (программист промышленных контроллеров),employment_uniques,Полная занятость,1
Инженер АСУ (программист промышленных контроллеров),schedule_uniques,Вахтовый метод,1
Инженер АСУ (программист промышленных контроллеров),key_skills_uniques,"программирование контроллеров, внедрение и поддержка проектов по автоматизации",1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,experience_uniques,От 3 до 6 лет,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,employment_uniques,Проектная работа,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,schedule_uniques,Удаленная работа,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,Ms Expert,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,Работа с базами данных,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,государственная информационная система,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,твердые коммунальные отходы,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,MS Access,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,исследование,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,Аналитическое мышление,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,ГИС,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,1С программирование,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,научно-исследовательская работа,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,Веб-программирование,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,Пользователь ПК,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,Аналитические исследования,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,анализ,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,НИР,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,ТКО,1
Инженер программист ГИС / Аналитик по государственной информационной системе ТКО,key_skills_uniques,написание аналитических текстов,1
Инженер химик-технолог по ПАВ/ разработчик,experience_uniques,От 3 до 6 лет,1
Инженер химик-технолог по ПАВ/ разработчик,employment_uniques,Полная занятость,1
Инженер химик-технолог по ПАВ/ разработчик,schedule_uniques,Полный день,1
Инженер – разработчик / электронщик,experience_uniques,Более 6 лет,1
Инженер – разработчик / электронщик,employment_uniques,Полная занятость,1
Инженер – разработчик / электронщик,schedule_uniques,Полный день,1
Инженер – разработчик / электронщик,key_skills_uniques,Altium Designer,1
Инженер-программист,salary_from_uniques,100000.0,1
Инженер-программист,salary_from_uniques,0.0,1
Инженер-программист,salary_from_uniques,140000.0,1
Инженер-программист,salary_from_uniques,80000.0,1
Инженер-программист,salary_from_uniques,55000.0,1
Инженер-программист,salary_from_uniques,45000.0,1
Инженер-программист,salary_to_uniques,0.0,4
Инженер-программист,salary_to_uniques,150000.0,1
Инженер-программист,salary_to_uniques,50000.0,1
Инженер-программист,experience_uniques,От 1 года до 3 лет,7
Инженер-программист,experience_uniques,От 3 до 6 лет,2
Инженер-программист,employment_uniques,Полная занятость,9
Инженер-программист,schedule_uniques,Полный день,9
Инженер-программист,key_skills_uniques,Linux,3
Инженер-программист,key_skills_uniques,C/C++,2
Инженер-программист,key_skills_uniques,Английский язык,2
Инженер-программист,key_skills_uniques,Windows 7,1
Инженер-программист,key_skills_uniques,MATLAB,1
Инженер-программист,key_skills_uniques,Парус,1
Инженер-программист,key_skills_uniques,TCP/IP,1
Инженер-программист,key_skills_uniques,Разработка ПО,1
Инженер-программист,key_skills_uniques,PostgreSQL,1
Инженер-программист,key_skills_uniques,Настройка сетевых подключений,1
Инженер-программист,key_skills_uniques,"C/C++, MFC/QT, Разработка ПО",1
Инженер-программист ( front-end developer ) junior/middle,salary_from_uniques,100000.0,1
Инженер-программист ( front-end developer ) junior/middle,salary_to_uniques,140000.0,1
Инженер-программист ( front-end developer ) junior/middle,experience_uniques,От 1 года до 3 лет,1
Инженер-программист ( front-end developer ) junior/middle,employment_uniques,Полная занятость,1
Инженер-программист ( front-end developer ) junior/middle,schedule_uniques,Полный день,1
Инженер-программист ( front-end developer ) junior/middle,key_skills_uniques,JavaScript,1
Инженер-программист ( front-end developer ) junior/middle,key_skills_uniques,Flask,1
Инженер-программист ( front-end developer ) junior/middle,key_skills_uniques,HTML5,1
Инженер-программист ( front-end developer ) junior/middle,key_skills_uniques,CSS3,1
Инженер-программист ( front-end developer ) junior/middle,key_skills_uniques,Git,1
Инженер-программист ( front-end developer ) junior/middle,key_skills_uniques,jQuery,1
Инженер-программист (front-end developer),salary_from_uniques,120000.0,1
Инженер-программист (front-end developer),salary_to_uniques,130000.0,1
Инженер-программист (front-end developer),experience_uniques,От 1 года до 3 лет,1
Инженер-программист (front-end developer),employment_uniques,Полная занятость,1
Инженер-программист (front-end developer),schedule_uniques,Полный день,1
Инженер-программист (front-end developer),key_skills_uniques,JavaScript,1
Инженер-программист (front-end developer),key_skills_uniques,HTML5,1
Инженер-программист (front-end developer),key_skills_uniques,CSS3,1
Инженер-программист (front-end developer),key_skills_uniques,Node.js,1
Инженер-программист (front-end developer),key_skills_uniques,jQuery,1
Инженер-программист (web-программист),salary_from_uniques,130000.0,1
Инженер-программист (web-программист),salary_to_uniques,0.0,1
Инженер-программист (web-программист),experience_uniques,От 3 до 6 лет,1
Инженер-программист (web-программист),employment_uniques,Полная занятость,1
Инженер-программист (web-программист),schedule_uniques,Полный день,1
Инженер-программист (ПЛИС),salary_from_uniques,80000.0,1
Инженер-программист (ПЛИС),salary_to_uniques,0.0,1
Инженер-программист (ПЛИС),experience_uniques,От 1 года до 3 лет,1
Инженер-программист (ПЛИС),employment_uniques,Полная занятость,1
Инженер-программист (ПЛИС),schedule_uniques,Полный день,1
Инженер-программист (ПЛИС),key_skills_uniques,Разработка ПО,1
Инженер-программист (ПЛИС),key_skills_uniques,Xilinx,1
Инженер-программист (ПЛИС),key_skills_uniques,ПЛИС,1
Инженер-программист (ПЛИС),key_skills_uniques,Схемотехника электронного оборудования,1
Инженер-программист (С++),experience_uniques,От 3 до 6 лет,1
Инженер-программист (С++),employment_uniques,Полная занятость,1
Инженер-программист (С++),schedule_uniques,Полный день,1
Инженер-программист (джуниор / мидл),salary_from_uniques,0.0,1
Инженер-программист (джуниор / мидл),salary_to_uniques,100000.0,1
Инженер-программист (джуниор / мидл),experience_uniques,От 1 года до 3 лет,1
Инженер-программист (джуниор / мидл),employment_uniques,Полная занятость,1
Инженер-программист (джуниор / мидл),schedule_uniques,Удаленная работа,1
Инженер-программист (джуниор / мидл),key_skills_uniques,Разработка ПО,1
Инженер-программист (джуниор / мидл),key_skills_uniques,HTML,1
Инженер-программист (джуниор / мидл),key_skills_uniques,MVC,1
Инженер-программист (джуниор / мидл),key_skills_uniques,Ruby On Rails,1
Инженер-программист (джуниор / мидл),key_skills_uniques,PostgreSQL,1
Инженер-программист (джуниор / мидл),key_skills_uniques,Git,1
Инженер-программист (джуниор / мидл),key_skills_uniques,ООП,1
Инженер-программист (джуниор / мидл),key_skills_uniques,CoffeeScript,1
Инженер-программист (джуниор / мидл),key_skills_uniques,Веб-программирование,1
Инженер-программист (микроконтроллеры STM32),experience_uniques,От 1 года до 3 лет,1
Инженер-программист (микроконтроллеры STM32),employment_uniques,Полная занятость,1
Инженер-программист (микроконтроллеры STM32),schedule_uniques,Полный день,1
Инженер-программист 1 категории,salary_from_uniques,80000.0,1
Инженер-программист 1 категории,salary_to_uniques,0.0,1
Инженер-программист 1 категории,experience_uniques,От 3 до 6 лет,1
Инженер-программист 1 категории,employment_uniques,Полная занятость,1
Инженер-программист 1 категории,schedule_uniques,Полный день,1
Инженер-программист 1 категории,key_skills_uniques,C/C++,1
Инженер-программист 1 категории,key_skills_uniques,Разработка ПО,1
Инженер-программист 1 категории,key_skills_uniques,БРЭО,1
Инженер-программист 1 категории,key_skills_uniques,Linux,1
Инженер-программист 1C,salary_from_uniques,120000.0,1
Инженер-программист 1C,salary_to_uniques,0.0,1
Инженер-программист 1C,experience_uniques,От 3 до 6 лет,1
Инженер-программист 1C,employment_uniques,Полная занятость,1
Инженер-программист 1C,schedule_uniques,Полный день,1
Инженер-программист 1C Bitrix,salary_from_uniques,0.0,1
Инженер-программист 1C Bitrix,salary_to_uniques,150000.0,1
Инженер-программист 1C Bitrix,experience_uniques,Нет опыта,1
Инженер-программист 1C Bitrix,employment_uniques,Полная занятость,1
Инженер-программист 1C Bitrix,schedule_uniques,Полный день,1
Инженер-программист 1C Bitrix,key_skills_uniques,Постановка задач разработчикам,1
Инженер-программист 1C Bitrix,key_skills_uniques,Разработка технических заданий,1
Инженер-программист 1C Bitrix,key_skills_uniques,1С-Битрикс,1
Инженер-программист C++,salary_from_uniques,60000.0,1
Инженер-программист C++,salary_to_uniques,90000.0,1
Инженер-программист C++,experience_uniques,От 1 года до 3 лет,1
Инженер-программист C++,employment_uniques,Полная занятость,1
Инженер-программист C++,schedule_uniques,Полный день,1
Инженер-программист PLC,salary_from_uniques,115000.0,1
Инженер-программист PLC,salary_to_uniques,150000.0,1
Инженер-программист PLC,experience_uniques,От 3 до 6 лет,2
Инженер-программист PLC,employment_uniques,Полная занятость,2
Инженер-программист PLC,schedule_uniques,Полный день,2
Инженер-программист АСУ,salary_from_uniques,180000.0,1
Инженер-программист АСУ,salary_to_uniques,0.0,1
Инженер-программист АСУ,experience_uniques,От 3 до 6 лет,1
Инженер-программист АСУ,employment_uniques,Полная занятость,1
Инженер-программист АСУ,schedule_uniques,Полный день,1
Инженер-программист АСУ ТП,salary_from_uniques,60000.0,1
Инженер-программист АСУ ТП,salary_from_uniques,50000.0,1
Инженер-программист АСУ ТП,salary_from_uniques,90000.0,1
Инженер-программист АСУ ТП,salary_to_uniques,90000.0,1
Инженер-программист АСУ ТП,salary_to_uniques,75000.0,1
Инженер-программист АСУ ТП,salary_to_uniques,0.0,1
Инженер-программист АСУ ТП,experience_uniques,От 1 года до 3 лет,2
Инженер-программист АСУ ТП,experience_uniques,Более 6 лет,1
Инженер-программист АСУ ТП,experience_uniques,От 3 до 6 лет,1
Инженер-программист АСУ ТП,employment_uniques,Полная занятость,4
Инженер-программист АСУ ТП,schedule_uniques,Полный день,4
Инженер-программист АСУ ТП,key_skills_uniques,АСУ ТП,2
Инженер-программист АСУ ТП,key_skills_uniques,Автоматизация,1
Инженер-программист АСУ ТП,key_skills_uniques,MS Visual Basic,1
Инженер-программист АСУ ТП,key_skills_uniques,Visual C++,1
Инженер-программист АСУ ТП,key_skills_uniques,Проектная документация,1
Инженер-программист АСУ ТП,key_skills_uniques,Автоматизация производства,1
Инженер-программист АСУ ТП,key_skills_uniques,SCADA,1
Инженер-программист АСУ ТП,key_skills_uniques,CODESYS,1
Инженер-программист АСУ ТП,key_skills_uniques,Visual Basic,1
Инженер-программист АСУ ТП,key_skills_uniques,MS SQL Server,1
Инженер-программист АСУ ТП,key_skills_uniques,AutoCAD,1
Инженер-программист АСУ ТП,key_skills_uniques,Инженерные системы,1
Инженер-программист АСУ ТП,key_skills_uniques,MS Visual Studio,1
Инженер-программист АСУ ТП,key_skills_uniques,Автоматизация процессов,1
Инженер-программист АСУ ТП,key_skills_uniques,Работа с большим объемом информации,1
Инженер-программист АСУ ТП,key_skills_uniques,C++,1
Инженер-программист АСУ ТП,key_skills_uniques,Автоматизация технологических процессов,1
Инженер-программист АСУ ТП,key_skills_uniques,Пользователь ПК,1
Инженер-программист АСУ ТП,key_skills_uniques,Производство пусконаладочных работ,1
Инженер-программист АСУ ТП,key_skills_uniques,MS SQL,1
Инженер-программист АСУ ТП,key_skills_uniques,SQL,1
Инженер-программист АСУ ТП,key_skills_uniques,Работа в команде,1
Инженер-программист АСУ ТП,key_skills_uniques,Электрические системы и слаботочные системы,1
Инженер-программист АСУ ТП,key_skills_uniques,Microsoft Visual Studio,1
Инженер-программист АСУТП,experience_uniques,От 3 до 6 лет,1
Инженер-программист АСУТП,employment_uniques,Полная занятость,1
Инженер-программист АСУТП,schedule_uniques,Полный день,1
Инженер-программист АСУТП,key_skills_uniques,Английский язык,1
Инженер-программист АСУТП,key_skills_uniques,Грамотность,1
Инженер-программист АСУТП,key_skills_uniques,MS Publisher,1
Инженер-программист АСУТП,key_skills_uniques,C++,1
Инженер-программист АСУТП,key_skills_uniques,pls,1
Инженер-программист АСУТП,key_skills_uniques,плк,1
Инженер-программист АСУТП,key_skills_uniques,Программируемые логические контроллеры,1
Инженер-программист АСУТП,key_skills_uniques,Автоматизированное рабочее место (АРМ),1
Инженер-программист АСУТП,key_skills_uniques,AutoCAD,1
Инженер-программист АСУТП,key_skills_uniques,Пользователь ПК,1
Инженер-программист АСУТП,key_skills_uniques,MS Excel,1
Инженер-программист АСУТП,key_skills_uniques,SCAD,1
Инженер-программист ПЛИС (FPGA),salary_from_uniques,100000.0,1
Инженер-программист ПЛИС (FPGA),salary_to_uniques,0.0,1
Инженер-программист ПЛИС (FPGA),experience_uniques,От 1 года до 3 лет,1
Инженер-программист ПЛИС (FPGA),employment_uniques,Полная занятость,1
Инженер-программист ПЛИС (FPGA),schedule_uniques,Полный день,1
Инженер-программист ПЛИС (FPGA),key_skills_uniques,FPGA,1
Инженер-программист ПЛИС (FPGA),key_skills_uniques,Xilinx,1
Инженер-программист ПЛИС (FPGA),key_skills_uniques,ПЛИС,1
Инженер-программист ПЛИС (FPGA),key_skills_uniques,MATLAB,1
Инженер-программист С++ Qt (GUI),experience_uniques,От 3 до 6 лет,1
Инженер-программист С++ Qt (GUI),employment_uniques,Полная занятость,1
Инженер-программист С++ Qt (GUI),schedule_uniques,Полный день,1
